client_num,customer_age,gender,dependent_count,education_level,marital_status,state_cd,zipcode,car_owner,house_owner,personal_loan,contact,customer_job,income,cust_satisfaction_score,card_category,annual_fees,activation_30_days,customer_acq_cost,week_start_date,week_num,qtr,current_year,credit_limit,total_revolving_bal,total_trans_amt,total_trans_vol,avg_utilization_ratio,use_chip,exp_type,interest_earned,delinquent_acc
708104658,31,F,0,Post-Graduate,Single,CA,91750,no,yes,no,telephone,Businessman,33625.0,2,Blue,455.0,1,118.0,2023-01-01,Week-1,Q1,2023,1438.3,890.0,2928.0,48.0,0.619,Swipe ,Fuel,732.0,0
708108333,34,F,4,Graduate,Single,NY,91750,no,no,no,cellular,Selfemployeed,14975.0,3,Blue,485.0,0,86.0,2023-01-01,Week-1,Q1,2023,5590.0,0.0,1507.0,32.0,0.0,Swipe ,Entertainment,150.7,0
708112008,51,F,2,Graduate,Single,NJ,91750,yes,yes,no,cellular,Selfemployeed,14975.0,2,Blue,440.0,1,86.0,2023-01-01,Week-1,Q1,2023,23510.0,1049.0,1661.0,35.0,0.045,Swipe ,Grocery,465.08,0
708113208,36,M,1,High School,Single,NJ,91750,yes,no,no,telephone,White-collar,59416.0,3,Blue,300.0,1,149.0,2023-01-01,Week-1,Q1,2023,1688.0,0.0,4375.0,69.0,0.0,Chip ,Fuel,525.0,0
708117933,49,F,4,Graduate,Married,CA,91750,no,yes,no,unknown,Retirees,28122.0,1,Blue,360.0,0,70.0,2023-01-01,Week-1,Q1,2023,1880.0,0.0,2469.0,34.0,0.0,Chip ,Bills,419.73,1
708119658,53,F,2,Graduate,Single,FL,91750,yes,no,no,cellular,Govt,29021.0,1,Blue,340.0,0,44.0,2023-01-01,Week-1,Q1,2023,12836.0,1034.0,2519.0,53.0,0.081,Swipe ,Bills,554.18,0
708121908,49,F,1,Graduate,Married,TX,91750,no,no,no,unknown,Selfemployeed,20632.0,3,Blue,405.0,0,71.0,2023-01-01,Week-1,Q1,2023,22917.0,0.0,2045.0,45.0,0.0,Swipe ,Grocery,265.85,0
708123033,47,F,5,Graduate,Married,FL,91750,no,no,no,cellular,Businessman,172101.0,2,Silver,355.0,0,78.0,2023-01-01,Week-1,Q1,2023,11463.0,0.0,14511.0,105.0,0.0,Swipe ,Fuel,3047.31,0
708125733,43,F,4,Graduate,Single,FL,91750,no,no,no,cellular,Retirees,57168.0,2,Blue,220.0,0,69.0,2023-01-01,Week-1,Q1,2023,1438.3,0.0,4311.0,77.0,0.0,Swipe ,Entertainment,1207.08,0
708128733,47,M,3,Graduate,Married,NY,91750,no,no,no,cellular,Govt,89954.0,2,Blue,125.0,1,105.0,2023-01-01,Week-1,Q1,2023,1814.0,0.0,5014.0,99.0,0.0,Swipe ,Entertainment,1303.64,0
708129933,34,F,3,Uneducated,Single,TX,91750,yes,yes,yes,telephone,Blue-collar,53762.0,1,Blue,350.0,1,77.0,2023-01-01,Week-1,Q1,2023,2072.0,1544.0,4210.0,64.0,0.745,Chip ,Entertainment,884.1,0
708132783,37,F,5,Unknown,Married,NJ,91750,yes,yes,no,cellular,Selfemployeed,45476.0,3,Blue,250.0,1,92.0,2023-01-01,Week-1,Q1,2023,16411.0,1179.0,3929.0,71.0,0.072,Swipe ,Food,785.8,1
708134283,63,M,0,Graduate,Single,TX,91750,yes,yes,yes,cellular,Selfemployeed,14975.0,2,Blue,125.0,1,101.0,2023-01-01,Week-1,Q1,2023,3131.0,629.0,1483.0,31.0,0.201,Swipe ,Food,311.43,0
708136908,55,M,2,Doctorate,Married,MO,91750,yes,yes,no,cellular,Retirees,72878.0,2,Blue,110.0,1,73.0,2023-01-01,Week-1,Q1,2023,2616.0,801.0,4655.0,68.0,0.306,Swipe ,Entertainment,605.15,0
708139833,38,F,1,Unknown,Single,NY,91750,no,no,no,cellular,Businessman,25667.0,3,Blue,460.0,0,111.0,2023-01-01,Week-1,Q1,2023,6391.0,0.0,2323.0,44.0,0.0,Swipe ,Grocery,441.37,0
708145908,40,M,3,Graduate,Single,MA,91750,no,yes,no,cellular,Blue-collar,47224.0,1,Blue,320.0,0,78.0,2023-01-01,Week-1,Q1,2023,4906.0,2185.0,3999.0,71.0,0.445,Swipe ,Bills,959.76,0
708147108,55,F,0,Graduate,Single,NY,91750,yes,no,no,unknown,White-collar,25341.0,2,Blue,320.0,0,112.0,2023-01-01,Week-1,Q1,2023,21084.0,2517.0,2309.0,71.0,0.119,Swipe ,Travel,277.08,0
708148158,33,M,2,Doctorate,Single,NY,91750,no,yes,yes,cellular,Blue-collar,53644.0,3,Blue,175.0,0,73.0,2023-01-01,Week-1,Q1,2023,1827.0,0.0,4207.0,86.0,0.0,Swipe ,Fuel,925.54,0
708151008,54,F,1,Uneducated,Married,CA,91750,no,yes,no,cellular,Govt,27423.0,2,Blue,440.0,1,86.0,2023-01-01,Week-1,Q1,2023,6250.0,644.0,2433.0,41.0,0.103,Swipe ,Fuel,486.6,0
708152358,46,M,3,Graduate,Married,NY,91750,yes,yes,no,cellular,Blue-collar,110014.0,2,Blue,335.0,1,101.0,2023-01-01,Week-1,Q1,2023,18512.0,1664.0,8019.0,57.0,0.09,Swipe ,Food,721.71,0
708153558,44,M,4,Graduate,Unknown,IA,91750,no,no,no,telephone,Businessman,109186.0,3,Blue,375.0,0,150.0,2023-01-01,Week-1,Q1,2023,34516.0,1802.0,7936.0,101.0,0.052,Swipe ,Fuel,634.88,0
708154833,40,F,3,Graduate,Married,NJ,91750,yes,yes,no,cellular,Govt,25835.0,2,Blue,250.0,0,82.0,2023-01-01,Week-1,Q1,2023,1438.3,811.0,2336.0,46.0,0.564,Chip ,Fuel,630.72,0
708155733,44,F,3,Graduate,Married,CA,91750,yes,yes,no,unknown,Selfemployeed,11345.0,2,Blue,335.0,0,88.0,2023-01-01,Week-1,Q1,2023,14734.0,1634.0,1289.0,23.0,0.111,Swipe ,Bills,296.47,0
708158133,51,F,2,Uneducated,Single,NY,91750,yes,no,no,cellular,Selfemployeed,23215.0,2,Blue,110.0,1,131.0,2023-01-01,Week-1,Q1,2023,3031.0,2517.0,2188.0,50.0,0.83,Swipe ,Bills,350.08,1
708160008,60,M,0,Graduate,Single,CA,91750,no,no,no,cellular,Businessman,103581.0,3,Blue,375.0,1,96.0,2023-01-01,Week-1,Q1,2023,34516.0,1058.0,7412.0,84.0,0.031,Swipe ,Bills,1927.12,0
708161133,49,F,2,Unknown,Single,TX,91750,yes,yes,no,cellular,Selfemployeed,44555.0,3,Blue,150.0,1,99.0,2023-01-01,Week-1,Q1,2023,6629.0,1389.0,3891.0,69.0,0.21,Swipe ,Fuel,466.92,0
708162558,43,F,5,Graduate,Married,TX,91750,no,yes,no,cellular,Selfemployeed,12381.0,2,Blue,420.0,0,88.0,2023-01-01,Week-1,Q1,2023,3250.0,1992.0,1355.0,36.0,0.613,Swipe ,Entertainment,189.7,1
708163758,54,M,1,Graduate,Single,NY,91750,no,yes,no,unknown,White-collar,123809.0,1,Platinum,470.0,0,158.0,2023-01-01,Week-1,Q1,2023,34516.0,638.0,13085.0,139.0,0.018,Swipe ,Bills,2355.3,0
708170508,32,F,0,Graduate,Married,FL,91750,yes,no,no,unknown,Selfemployeed,14975.0,1,Blue,250.0,0,72.0,2023-01-01,Week-1,Q1,2023,1438.3,0.0,1651.0,42.0,0.0,Swipe ,Entertainment,462.28,0
708171858,52,F,3,Graduate,Married,NY,91750,no,yes,no,unknown,Businessman,30586.0,1,Blue,100.0,1,104.0,2023-01-01,Week-1,Q1,2023,1864.0,1081.0,2607.0,44.0,0.58,Swipe ,Fuel,312.84,0
708173433,43,F,1,Graduate,Single,CA,91750,no,no,no,unknown,Retirees,28367.0,3,Blue,285.0,0,40.0,2023-01-01,Week-1,Q1,2023,5645.0,2324.0,2482.0,57.0,0.412,Swipe ,Food,496.4,0
708174708,49,F,0,Graduate,Single,NY,91750,yes,no,no,cellular,White-collar,15355.0,1,Blue,175.0,1,69.0,2023-01-01,Week-1,Q1,2023,5535.0,1276.0,1764.0,38.0,0.231,Swipe ,Fuel,194.04,0
708176208,49,F,1,Uneducated,Married,CA,91750,no,no,no,cellular,Govt,53428.0,2,Blue,465.0,1,89.0,2023-01-01,Week-1,Q1,2023,7268.0,0.0,4199.0,80.0,0.0,Swipe ,Food,587.86,0
708177333,42,F,3,Graduate,Single,CA,91750,yes,yes,no,unknown,Selfemployeed,7865.0,2,Silver,460.0,1,107.0,2023-01-01,Week-1,Q1,2023,11261.0,2485.0,1158.0,26.0,0.221,Swipe ,Bills,243.18,0
708178608,48,F,3,Unknown,Unknown,FL,91750,no,no,no,cellular,Blue-collar,54304.0,1,Blue,300.0,0,111.0,2023-01-01,Week-1,Q1,2023,2488.0,0.0,4226.0,73.0,0.0,Chip ,Grocery,253.56,0
708185208,47,F,2,Doctorate,Single,CA,91750,no,yes,no,cellular,Selfemployeed,20100.0,2,Blue,110.0,1,74.0,2023-01-01,Week-1,Q1,2023,3178.0,1118.0,2010.0,31.0,0.352,Swipe ,Bills,180.9,0
708186933,47,F,4,Unknown,Unknown,CA,91750,no,yes,no,cellular,Blue-collar,24295.0,1,Blue,195.0,1,102.0,2023-01-01,Week-1,Q1,2023,1819.0,725.0,2254.0,45.0,0.399,Swipe ,Bills,270.48,0
708190158,47,F,3,Unknown,Single,NY,91750,no,yes,no,unknown,Govt,32103.0,3,Blue,175.0,0,113.0,2023-01-01,Week-1,Q1,2023,2920.0,2426.0,2750.0,41.0,0.831,Swipe ,Food,632.5,0
708193008,53,F,2,Graduate,Married,CA,91750,no,no,yes,telephone,Selfemployeed,14975.0,2,Blue,340.0,0,148.0,2023-01-01,Week-1,Q1,2023,14480.0,0.0,1616.0,43.0,0.0,Online ,Entertainment,387.84,0
708195633,47,F,4,High School,Married,TX,91750,yes,yes,no,unknown,Selfemployeed,27517.0,3,Silver,110.0,1,70.0,2023-01-01,Week-1,Q1,2023,34516.0,1182.0,2440.0,54.0,0.034,Online ,Entertainment,488.0,0
708197358,42,M,1,Uneducated,Married,AK,99504,no,no,yes,cellular,Govt,107887.0,1,Blue,225.0,0,111.0,2023-01-01,Week-1,Q1,2023,30543.0,264.0,7784.0,63.0,0.009,Online ,Food,622.72,1
708204033,53,M,2,Graduate,Married,CA,91750,yes,no,yes,cellular,Selfemployeed,51233.0,1,Blue,295.0,0,86.0,2023-01-01,Week-1,Q1,2023,2980.0,2093.0,4132.0,70.0,0.702,Chip ,Travel,826.4,1
708205083,54,M,2,Graduate,Married,NJ,91750,no,no,no,cellular,Blue-collar,79516.0,1,Blue,125.0,1,151.0,2023-01-01,Week-1,Q1,2023,1438.3,0.0,4815.0,81.0,0.0,Chip ,Travel,337.05,1
708207783,48,M,1,Graduate,Married,NY,91750,no,yes,no,cellular,Blue-collar,73959.0,1,Blue,355.0,1,107.0,2023-01-01,Week-1,Q1,2023,1477.0,0.0,4680.0,80.0,0.0,Swipe ,Entertainment,514.8,1
708208758,42,F,3,Doctorate,Single,FL,91750,yes,yes,no,cellular,Blue-collar,23377.0,2,Blue,275.0,1,85.0,2023-01-01,Week-1,Q1,2023,1826.0,883.0,2199.0,48.0,0.484,Swipe ,Fuel,571.74,1
708211383,44,F,3,Uneducated,Single,TX,91750,no,yes,no,cellular,Retirees,44883.0,3,Blue,200.0,0,111.0,2023-01-01,Week-1,Q1,2023,2664.0,0.0,3906.0,74.0,0.0,Online ,Fuel,1054.62,1
708212658,40,F,3,High School,Single,TX,91750,no,no,yes,unknown,Retirees,16041.0,2,Blue,190.0,1,70.0,2023-01-01,Week-1,Q1,2023,2193.0,1260.0,1799.0,47.0,0.575,Swipe ,Bills,521.71,1
708216108,58,F,1,Unknown,Married,NY,91750,no,yes,no,cellular,Businessman,24221.0,3,Blue,300.0,1,93.0,2023-01-01,Week-1,Q1,2023,4088.0,1557.0,2250.0,39.0,0.381,Swipe ,Bills,157.5,1
708217758,57,F,1,Graduate,Single,CA,91750,no,yes,no,cellular,Selfemployeed,14975.0,3,Blue,475.0,0,96.0,2023-01-01,Week-1,Q1,2023,14035.0,2061.0,1606.0,30.0,0.147,Swipe ,Bills,385.44,1
708219108,38,M,2,Graduate,Married,CA,91750,yes,no,no,cellular,Blue-collar,102561.0,3,Blue,300.0,1,95.0,2023-01-01,Week-1,Q1,2023,9959.0,1143.0,7300.0,77.0,0.115,Swipe ,Grocery,803.0,1
708219858,53,F,1,Graduate,Unknown,CA,91750,no,yes,no,cellular,White-collar,56697.0,2,Blue,390.0,1,79.0,2023-01-01,Week-1,Q1,2023,6423.0,0.0,4295.0,70.0,0.0,Swipe ,Food,901.95,0
708222558,60,F,1,Uneducated,Single,NJ,91750,no,no,no,cellular,Retirees,53022.0,3,Blue,125.0,1,109.0,2023-01-01,Week-1,Q1,2023,2310.0,1513.0,4191.0,77.0,0.655,Chip ,Food,712.47,0
708223383,51,F,3,Uneducated,Married,NY,91750,yes,no,yes,cellular,Businessman,32013.0,1,Blue,295.0,0,81.0,2023-01-01,Week-1,Q1,2023,11410.0,979.0,2736.0,38.0,0.086,Chip ,Bills,793.44,0
708224133,39,M,4,Graduate,Single,NJ,91750,yes,no,no,cellular,Selfemployeed,62192.0,2,Blue,430.0,1,105.0,2023-01-01,Week-1,Q1,2023,2228.0,1480.0,4431.0,71.0,0.664,Swipe ,Grocery,841.89,0
708225483,38,F,2,Post-Graduate,Married,CA,91750,yes,yes,no,cellular,Selfemployeed,55061.0,2,Blue,200.0,1,68.0,2023-01-01,Week-1,Q1,2023,11242.0,1561.0,4246.0,81.0,0.139,Swipe ,Entertainment,806.74,0
708226833,50,M,2,High School,Married,NY,91750,no,no,no,unknown,Businessman,127461.0,3,Gold,415.0,0,96.0,2023-01-01,Week-1,Q1,2023,34516.0,831.0,13247.0,107.0,0.024,Swipe ,Food,1192.23,0
708229308,37,M,1,Uneducated,Single,NY,91750,yes,no,no,cellular,Businessman,100839.0,2,Blue,245.0,1,72.0,2023-01-01,Week-1,Q1,2023,3243.0,0.0,6059.0,71.0,0.0,Swipe ,Fuel,727.08,0
708231183,39,F,1,Uneducated,Single,CA,91750,no,no,no,unknown,Retirees,31127.0,2,Blue,460.0,0,92.0,2023-01-01,Week-1,Q1,2023,12539.0,910.0,2643.0,72.0,0.073,Swipe ,Grocery,290.73,0
708234558,62,M,0,High School,Single,TX,91750,no,yes,no,cellular,Selfemployeed,67827.0,3,Blue,200.0,0,88.0,2023-01-01,Week-1,Q1,2023,2239.0,1340.0,4540.0,73.0,0.598,Chip ,Entertainment,635.6,0
708238833,38,F,2,High School,Married,NY,91750,no,yes,no,cellular,Blue-collar,12994.0,1,Blue,365.0,1,61.0,2023-01-01,Week-1,Q1,2023,3032.0,2215.0,1387.0,30.0,0.731,Swipe ,Fuel,152.57,0
708241233,38,F,1,Graduate,Married,CA,91750,no,yes,no,unknown,Selfemployeed,5225.0,1,Blue,95.0,0,73.0,2023-01-01,Week-1,Q1,2023,2972.0,0.0,922.0,25.0,0.0,Swipe ,Bills,138.3,0
708242283,44,F,1,Unknown,Single,TX,91750,no,yes,yes,cellular,Govt,35755.0,3,Blue,295.0,1,59.0,2023-01-01,Week-1,Q1,2023,5346.0,0.0,3253.0,80.0,0.0,Swipe ,Food,325.3,0
708243483,60,F,2,High School,Single,TX,91750,yes,no,no,cellular,Retirees,24156.0,2,Blue,250.0,0,119.0,2023-01-01,Week-1,Q1,2023,14938.0,1155.0,2248.0,51.0,0.077,Swipe ,Bills,427.12,0
708244458,26,M,0,Graduate,Single,NY,91750,no,yes,no,cellular,White-collar,37888.0,3,Blue,405.0,1,91.0,2023-01-01,Week-1,Q1,2023,2793.0,1517.0,3485.0,72.0,0.543,Swipe ,Food,383.35,0
708245808,41,M,0,High School,Unknown,FL,91750,yes,yes,no,telephone,Businessman,145701.0,1,Gold,455.0,0,78.0,2023-01-01,Week-1,Q1,2023,19671.0,924.0,13908.0,124.0,0.047,Swipe ,Travel,2503.44,0
708248358,61,F,2,Graduate,Married,CA,90094,yes,no,no,unknown,Businessman,186885.0,1,Silver,200.0,1,67.0,2023-01-01,Week-1,Q1,2023,29937.0,0.0,14863.0,109.0,0.0,Online ,Bills,1932.19,0
708249708,39,F,2,Graduate,Single,CA,91750,yes,no,no,cellular,Selfemployeed,14975.0,1,Blue,300.0,1,92.0,2023-01-01,Week-1,Q1,2023,4844.0,1576.0,1489.0,48.0,0.325,Swipe ,Fuel,253.13,0
708252108,50,F,1,Graduate,Single,FL,91750,no,yes,no,cellular,Selfemployeed,49229.0,2,Blue,475.0,1,162.0,2023-01-01,Week-1,Q1,2023,7362.0,1907.0,4065.0,65.0,0.259,Chip ,Fuel,243.9,0
708253458,45,M,2,Unknown,Married,CA,91750,no,yes,no,cellular,Govt,81622.0,2,Blue,125.0,1,113.0,2023-01-01,Week-1,Q1,2023,5528.0,1823.0,4857.0,81.0,0.33,Swipe ,Food,1408.53,0
708254733,56,M,2,Graduate,Married,CA,91750,no,no,no,unknown,Blue-collar,95152.0,2,Blue,325.0,1,73.0,2023-01-01,Week-1,Q1,2023,2968.0,1873.0,5171.0,85.0,0.631,Swipe ,Fuel,1241.04,0
708255633,47,F,3,Graduate,Single,FL,91750,yes,yes,no,telephone,Blue-collar,35666.0,2,Blue,200.0,0,110.0,2023-01-01,Week-1,Q1,2023,3761.0,1710.0,3240.0,65.0,0.455,Swipe ,Fuel,550.8,0
708260208,48,F,3,Graduate,Married,TX,91750,no,yes,no,cellular,White-collar,57686.0,1,Blue,150.0,1,86.0,2023-01-01,Week-1,Q1,2023,2057.0,1279.0,4321.0,76.0,0.622,Chip ,Food,1123.46,0
708266883,37,F,2,Graduate,Married,TX,91750,no,yes,yes,cellular,Selfemployeed,25423.0,3,Blue,355.0,0,136.0,2023-01-01,Week-1,Q1,2023,1666.0,0.0,2312.0,35.0,0.0,Swipe ,Food,184.96,0
708267858,33,F,4,High School,Single,NJ,91750,no,no,no,cellular,Selfemployeed,21500.0,3,Blue,140.0,0,115.0,2023-01-01,Week-1,Q1,2023,6088.0,2145.0,2098.0,52.0,0.352,Swipe ,Entertainment,482.54,0
708269583,41,F,1,High School,Single,NY,91750,no,no,no,cellular,White-collar,47653.0,3,Blue,335.0,1,102.0,2023-01-01,Week-1,Q1,2023,2029.0,1377.0,4014.0,86.0,0.679,Chip ,Entertainment,1003.5,0
708271833,48,F,3,Graduate,Married,CA,91750,no,yes,yes,unknown,Govt,37680.0,3,Silver,195.0,1,63.0,2023-01-01,Week-1,Q1,2023,15069.0,1843.0,3464.0,67.0,0.122,Online ,Bills,831.36,0
708272808,41,F,2,Unknown,Single,FL,91750,yes,yes,no,cellular,White-collar,38560.0,2,Blue,150.0,0,76.0,2023-01-01,Week-1,Q1,2023,2718.0,1474.0,3542.0,59.0,0.542,Chip ,Fuel,566.72,0
708273858,39,F,1,Graduate,Single,NY,91750,no,no,no,cellular,White-collar,41203.0,1,Blue,355.0,1,112.0,2023-01-01,Week-1,Q1,2023,34516.0,0.0,3734.0,80.0,0.0,Swipe ,Fuel,522.76,0
708276183,54,F,2,Graduate,Married,TX,91750,no,no,no,cellular,Selfemployeed,14975.0,2,Blue,375.0,0,91.0,2023-01-01,Week-1,Q1,2023,1760.0,0.0,1554.0,35.0,0.0,Swipe ,Bills,279.72,0
708281433,40,F,3,Uneducated,Single,NY,91750,yes,no,no,cellular,Businessman,43626.0,1,Blue,335.0,0,81.0,2023-01-01,Week-1,Q1,2023,1438.3,0.0,3848.0,75.0,0.0,Swipe ,Food,269.36,0
708285108,44,M,4,Unknown,Married,TX,91750,yes,no,no,cellular,White-collar,131861.0,1,Blue,420.0,1,80.0,2023-01-01,Week-1,Q1,2023,6128.0,2239.0,13505.0,116.0,0.365,Swipe ,Fuel,1620.6,1
708286683,38,M,1,Graduate,Unknown,FL,91750,yes,no,no,cellular,White-collar,83306.0,2,Blue,250.0,0,67.0,2023-01-01,Week-1,Q1,2023,12045.0,1749.0,4884.0,86.0,0.145,Swipe ,Bills,1123.32,1
708288108,29,M,0,Graduate,Single,NJ,91750,no,no,no,cellular,Selfemployeed,1250.0,3,Blue,360.0,1,118.0,2023-01-01,Week-1,Q1,2023,5639.0,1547.0,647.0,15.0,0.274,Swipe ,Bills,135.87,1
708290208,63,F,2,Graduate,Single,NY,91750,yes,no,no,cellular,White-collar,34835.0,2,Silver,355.0,1,109.0,2023-01-01,Week-1,Q1,2023,13608.0,1190.0,3118.0,76.0,0.087,Chip ,Entertainment,841.86,1
708291633,54,M,1,Unknown,Single,FL,91750,no,no,no,cellular,Businessman,92894.0,1,Blue,390.0,1,100.0,2023-01-01,Week-1,Q1,2023,4651.0,2499.0,5097.0,79.0,0.537,Swipe ,Entertainment,1223.28,1
708292833,41,F,2,Graduate,Married,CA,91750,yes,no,no,cellular,Govt,32170.0,3,Blue,150.0,1,59.0,2023-01-01,Week-1,Q1,2023,27389.0,1250.0,2754.0,60.0,0.046,Online ,Bills,247.86,1
708295533,55,M,2,Unknown,Single,FL,91750,no,no,no,cellular,Blue-collar,10119.0,2,Blue,250.0,0,106.0,2023-01-01,Week-1,Q1,2023,3549.0,1880.0,1215.0,22.0,0.53,Swipe ,Travel,230.85,1
708296883,31,F,1,Graduate,Single,CA,91750,no,yes,yes,unknown,Selfemployeed,8250.0,1,Blue,280.0,0,93.0,2023-01-01,Week-1,Q1,2023,11749.0,788.0,1178.0,27.0,0.067,Swipe ,Travel,259.16,1
708298233,44,F,4,High School,Married,NJ,91750,no,no,no,unknown,Blue-collar,15092.0,3,Blue,125.0,0,72.0,2023-01-01,Week-1,Q1,2023,6184.0,0.0,1756.0,49.0,0.0,Swipe ,Fuel,456.56,1
708300483,46,F,4,Doctorate,Married,NY,91750,no,yes,no,cellular,Selfemployeed,1250.0,1,Blue,245.0,0,110.0,2023-01-01,Week-1,Q1,2023,7882.0,605.0,704.0,16.0,0.077,Swipe ,Travel,197.12,1
708301683,40,M,4,High School,Unknown,NY,91750,no,yes,no,cellular,Govt,110415.0,2,Blue,125.0,0,89.0,2023-01-01,Week-1,Q1,2023,20798.0,1059.0,8038.0,90.0,0.051,Swipe ,Food,2009.5,0
708303108,36,M,3,High School,Married,NJ,91750,yes,yes,no,cellular,Govt,86574.0,1,Blue,175.0,0,88.0,2023-01-01,Week-1,Q1,2023,1770.0,1706.0,4940.0,94.0,0.964,Swipe ,Grocery,1037.4,0
708307533,37,M,4,Post-Graduate,Married,NY,91750,yes,no,no,cellular,Govt,51165.0,2,Blue,345.0,0,89.0,2023-01-01,Week-1,Q1,2023,3086.0,0.0,4129.0,81.0,0.0,Swipe ,Food,371.61,0
708313608,59,F,1,Graduate,Married,NJ,91750,no,no,no,cellular,Blue-collar,21659.0,3,Blue,245.0,1,61.0,2023-01-01,Week-1,Q1,2023,2464.0,2116.0,2110.0,43.0,0.859,Swipe ,Food,274.3,0
708314808,49,F,3,Uneducated,Single,TX,91750,no,yes,no,cellular,Selfemployeed,14975.0,3,Blue,100.0,1,111.0,2023-01-01,Week-1,Q1,2023,5659.0,1393.0,1570.0,40.0,0.246,Swipe ,Fuel,298.3,0
708316008,43,F,5,Unknown,Single,CA,91750,no,no,no,cellular,Selfemployeed,15806.0,3,Blue,345.0,1,108.0,2023-01-01,Week-1,Q1,2023,10031.0,0.0,1792.0,29.0,0.0,Swipe ,Fuel,394.24,0
708319908,56,M,1,Graduate,Single,TX,91750,yes,yes,no,unknown,Govt,116230.0,3,Blue,300.0,0,92.0,2023-01-01,Week-1,Q1,2023,4116.0,1473.0,8667.0,70.0,0.358,Online ,Travel,1820.07,0
708323208,45,F,5,Doctorate,Married,TX,91750,no,no,yes,unknown,Businessman,24058.0,1,Blue,290.0,1,118.0,2023-01-01,Week-1,Q1,2023,1522.0,0.0,2241.0,36.0,0.0,Swipe ,Food,403.38,0
708324483,63,M,0,Unknown,Unknown,CA,91750,no,no,yes,cellular,Selfemployeed,61485.0,2,Blue,290.0,1,70.0,2023-01-01,Week-1,Q1,2023,1548.0,0.0,4420.0,71.0,0.0,Chip ,Bills,707.2,0
708330858,51,F,2,Graduate,Married,TX,91750,no,no,no,unknown,Selfemployeed,1250.0,3,Blue,250.0,1,133.0,2023-01-01,Week-1,Q1,2023,8249.0,1381.0,678.0,11.0,0.167,Swipe ,Travel,122.04,0
708331758,42,F,3,High School,Single,NY,91750,no,no,yes,telephone,Businessman,41112.0,3,Silver,250.0,0,120.0,2023-01-01,Week-1,Q1,2023,32444.0,1843.0,3725.0,60.0,0.057,Swipe ,Fuel,409.75,0
708332808,49,F,4,Uneducated,Married,TX,91750,no,no,no,cellular,Businessman,166923.0,2,Blue,470.0,1,111.0,2023-01-01,Week-1,Q1,2023,3471.0,0.0,14381.0,115.0,0.0,Swipe ,Fuel,3163.82,0
708334158,51,F,1,Uneducated,Single,NY,91750,yes,yes,no,unknown,White-collar,34512.0,2,Blue,200.0,0,98.0,2023-01-01,Week-1,Q1,2023,9863.0,686.0,3068.0,58.0,0.07,Chip ,Entertainment,306.8,0
